Elapsed time,ii,'ECG I filtered'
4.006,0.16,0.19
4.007,0.145,0.18
4.008,0.125,0.17
4.009,0.115,0.16
4.01,0.1,0.155
4.011,0.11,0.15
4.012,0.105,0.145
4.013,0.1,0.14
4.014,0.13,0.135
4.015,0.11,0.13
4.016,0.105,0.13
4.017,0.085,0.125
4.018,0.07,0.12
4.019,0.065,0.115
4.02,0.065,0.115
4.021,0.06,0.11
4.022,0.075,0.11
4.023,0.075,0.11
4.024,0.07,0.105
4.025,0.065,0.105
4.026,0.065,0.105
4.027,0.06,0.1
4.028,0.045,0.095
4.029,0.035,0.09
4.03,0.035,0.08
4.031,0.02,0.075
4.032,0.035,0.07
4.033,0.05,0.065
4.034,0.05,0.065
4.035,0.07,0.065
4.036,0.07,0.07
4.037,0.05,0.075
4.038,0.05,0.08
4.039,0.04,0.085
4.04,0.03,0.085
4.041,0.035,0.085
4.042,0.05,0.08
4.043,0.05,0.075
4.044,0.07,0.07
4.045,0.08,0.065
4.046,0.055,0.06
4.047,0.045,0.06
4.048,0.04,0.06
4.049,0.03,0.06
4.05,0.04,0.065
4.051,0.02,0.065
4.052,0.04,0.065
4.053,0.05,0.065
4.054,0.05,0.065
4.055,0.06,0.065
4.056,0.045,0.065
4.057,0.035,0.06
4.058,0.035,0.06
4.059,0.025,0.06
4.06,0.025,0.06
4.061,0.03,0.06
4.062,0.04,0.06
4.063,0.05,0.06
4.064,0.055,0.06
4.065,0.065,0.055
4.066,0.05,0.055
4.067,0.045,0.055
4.068,0.03,0.055
4.069,0.02,0.05
4.07,0.015,0.05
4.071,0.01,0.05
4.072,0.015,0.05
4.073,0.03,0.05
4.074,0.04,0.05
4.075,0.05,0.045
4.076,0.04,0.045
4.077,0.025,0.045
4.078,0.02,0.04
4.079,0.005,0.04
4.08,0.01,0.04
4.081,0.01,0.04
4.082,0.03,0.04
4.083,0.035,0.04
4.084,0.045,0.04
4.085,0.035,0.04
4.086,0.035,0.035
4.087,0.015,0.035
4.088,0.01,0.03
4.089,0,0.03
4.09,-0.01,0.025
4.091,-0.005,0.02
4.092,0.015,0.02
4.093,0.015,0.015
4.094,0.01,0.015
4.095,0.025,0.02
4.096,0.015,0.02
4.097,0.005,0.02
4.098,-0.015,0.025
4.099,0.01,0.025
4.1,0.005,0.025
4.101,-0.005,0.025
4.102,0.005,0.02
4.103,0.01,0.015
4.104,0.02,0.01
4.105,0,0.005
4.106,0.01,0
4.107,-0.015,-0.005
4.108,-0.04,-0.005
4.109,-0.045,-0.01
4.11,-0.05,-0.01
4.111,-0.03,-0.01
4.112,-0.015,-0.005
4.113,-0.005,-0.005
4.114,0.01,-0.005
4.115,-0.03,-0.005
4.116,0,-0.005
4.117,-0.01,-0.005
4.118,-0.01,-0.01
4.119,-0.03,-0.01
4.12,-0.025,-0.01
4.121,-0.04,-0.015
4.122,-0.035,-0.015
4.123,-0.01,-0.02
4.124,-0.005,-0.02
4.125,-0.02,-0.02
4.126,-0.03,-0.02
4.127,-0.04,-0.02
4.128,-0.03,-0.02
4.129,-0.045,-0.015
4.13,-0.06,-0.015
4.131,-0.02,-0.015
4.132,0,-0.015
4.133,-0.025,-0.015
4.134,-0.02,-0.02
4.135,0.015,-0.02
4.136,-0.035,-0.02
4.137,-0.04,-0.025
4.138,-0.06,-0.03
4.139,-0.05,-0.03
4.14,-0.035,-0.035
4.141,-0.05,-0.04
4.142,-0.035,-0.045
4.143,-0.05,-0.05
4.144,-0.04,-0.05
4.145,-0.03,-0.05
4.146,-0.03,-0.045
4.147,-0.05,-0.04
4.148,-0.045,-0.035
4.149,-0.06,-0.03
4.15,-0.08,-0.025
4.151,-0.045,-0.025
4.152,-0.04,-0.025
4.153,-0.045,-0.03
4.154,-0.04,-0.04
4.155,-0.03,-0.05
4.156,-0.065,-0.06
4.157,-0.065,-0.065
4.158,-0.055,-0.07
4.159,-0.07,-0.075
4.16,-0.075,-0.07
4.161,-0.07,-0.065
4.162,-0.055,-0.06
4.163,-0.055,-0.05
4.164,-0.06,-0.045
4.165,-0.05,-0.045
4.166,-0.065,-0.045
4.167,-0.075,-0.045
4.168,-0.075,-0.05
4.169,-0.085,-0.055
4.17,-0.095,-0.06
4.171,-0.08,-0.065
4.172,-0.07,-0.07
4.173,-0.07,-0.075
4.174,-0.065,-0.08
4.175,-0.075,-0.08
4.176,-0.075,-0.085
4.177,-0.08,-0.085
4.178,-0.075,-0.085
4.179,-0.1,-0.085
4.18,-0.085,-0.085
4.181,-0.08,-0.085
4.182,-0.075,-0.085
4.183,-0.055,-0.08
4.184,-0.06,-0.075
4.185,-0.08,-0.07
4.186,-0.09,-0.07
4.187,-0.105,-0.065
4.188,-0.11,-0.065
4.189,-0.11,-0.07
4.19,-0.1,-0.07
4.191,-0.075,-0.07
4.192,-0.065,-0.07
4.193,-0.055,-0.07
4.194,-0.05,-0.07
4.195,-0.055,-0.065
4.196,-0.075,-0.06
4.197,-0.065,-0.055
4.198,-0.06,-0.05
4.199,-0.065,-0.045
4.2,-0.055,-0.04
4.201,-0.04,-0.04
4.202,-0.045,-0.045
4.203,-0.04,-0.05
4.204,-0.045,-0.055
4.205,-0.05,-0.06
4.206,-0.07,-0.065
4.207,-0.08,-0.07
4.208,-0.08,-0.07
4.209,-0.065,-0.065
4.21,-0.025,-0.06
4.211,-0.03,-0.055
4.212,-0.03,-0.045
4.213,-0.03,-0.03
4.214,0,-0.02
4.215,-0.01,-0.015
4.216,-0.02,-0.005
4.217,-0.035,-0.005
4.218,-0.04,-0.005
4.219,-0.045,-0.01
4.22,-0.04,-0.015
4.221,-0.025,-0.02
4.222,-0.03,-0.03
4.223,-0.03,-0.035
4.224,-0.025,-0.04
4.225,-0.005,-0.045
4.226,-0.035,-0.045
4.227,-0.045,-0.045
4.228,-0.065,-0.045
4.229,-0.1,-0.05
4.23,-0.085,-0.05
4.231,-0.08,-0.055
4.232,-0.08,-0.06
4.233,-0.08,-0.065
4.234,-0.08,-0.075
4.235,-0.09,-0.085
4.236,-0.1,-0.09
4.237,-0.115,-0.1
4.238,-0.12,-0.105
4.239,-0.135,-0.105
4.24,-0.13,-0.11
4.241,-0.105,-0.11
4.242,-0.115,-0.11
4.243,-0.1,-0.11
4.244,-0.105,-0.11
4.245,-0.095,-0.11
4.246,-0.1,-0.105
4.247,-0.12,-0.105
4.248,-0.13,-0.105
4.249,-0.135,-0.1
4.25,-0.12,-0.1
4.251,-0.115,-0.1
4.252,-0.105,-0.105
4.253,-0.105,-0.105
4.254,-0.105,-0.11
4.255,-0.12,-0.115
4.256,-0.14,-0.125
4.257,-0.135,-0.13
4.258,-0.13,-0.13
4.259,-0.145,-0.13
4.26,-0.13,-0.13
4.261,-0.11,-0.13
4.262,-0.11,-0.125
4.263,-0.13,-0.12
4.264,-0.115,-0.115
4.265,-0.11,-0.11
4.266,-0.125,-0.11
4.267,-0.14,-0.11
4.268,-0.14,-0.11
4.269,-0.16,-0.115
4.27,-0.13,-0.12
4.271,-0.125,-0.125
4.272,-0.13,-0.13
4.273,-0.15,-0.13
4.274,-0.12,-0.135
4.275,-0.145,-0.14
4.276,-0.16,-0.14
4.277,-0.175,-0.145
4.278,-0.16,-0.145
4.279,-0.195,-0.145
4.28,-0.185,-0.14
4.281,-0.14,-0.13
4.282,-0.09,-0.115
4.283,-0.045,-0.085
4.284,0.01,-0.045
4.285,0.05,0.005
4.286,0.07,0.07
4.287,0.12,0.145
4.288,0.19,0.225
4.289,0.28,0.305
4.29,0.39,0.38
4.291,0.505,0.44
4.292,0.52,0.475
4.293,0.51,0.49
4.294,0.47,0.475
4.295,0.385,0.43
4.296,0.33,0.36
4.297,0.25,0.275
4.298,0.155,0.175
4.299,0.06,0.08
4.3,-0.06,-0.015
4.301,-0.135,-0.09
4.302,-0.205,-0.15
4.303,-0.22,-0.185
4.304,-0.205,-0.205
4.305,-0.21,-0.205
4.306,-0.195,-0.195
4.307,-0.165,-0.175
4.308,-0.145,-0.155
4.309,-0.13,-0.14
4.31,-0.13,-0.125
4.311,-0.11,-0.115
4.312,-0.09,-0.11
4.313,-0.095,-0.105
4.314,-0.105,-0.1
4.315,-0.115,-0.1
4.316,-0.115,-0.1
4.317,-0.115,-0.095
4.318,-0.115,-0.095
4.319,-0.11,-0.095
4.32,-0.11,-0.095
4.321,-0.08,-0.095
4.322,-0.12,-0.1
4.323,-0.1,-0.1
4.324,-0.08,-0.105
4.325,-0.11,-0.105
4.326,-0.145,-0.105
4.327,-0.125,-0.105
4.328,-0.13,-0.1
4.329,-0.115,-0.09
4.33,-0.11,-0.085
4.331,-0.08,-0.075
4.332,-0.065,-0.07
4.333,-0.07,-0.065
4.334,-0.08,-0.06
4.335,-0.095,-0.06
4.336,-0.1,-0.065
4.337,-0.095,-0.065
4.338,-0.115,-0.07
4.339,-0.11,-0.075
4.34,-0.085,-0.08
4.341,-0.09,-0.08
4.342,-0.065,-0.075
4.343,-0.04,-0.07
4.344,-0.065,-0.065
4.345,-0.045,-0.06
4.346,-0.08,-0.05
4.347,-0.065,-0.045
4.348,-0.1,-0.04
4.349,-0.105,-0.04
4.35,-0.095,-0.04
4.351,-0.08,-0.045
4.352,-0.07,-0.05
4.353,-0.06,-0.055
4.354,-0.08,-0.06
4.355,-0.08,-0.065
4.356,-0.075,-0.065
4.357,-0.055,-0.065
4.358,-0.095,-0.065
4.359,-0.075,-0.06
4.36,-0.055,-0.055
4.361,-0.035,-0.05
4.362,-0.03,-0.05
4.363,-0.03,-0.045
4.364,-0.035,-0.045
4.365,-0.045,-0.045
4.366,-0.04,-0.045
4.367,-0.045,-0.04
4.368,-0.045,-0.035
4.369,-0.045,-0.035
4.37,-0.035,-0.025
4.371,-0.015,-0.02
4.372,0,-0.015
4.373,0.005,-0.01
4.374,0,-0.005
4.375,-0.015,-0.005
4.376,-0.02,0
4.377,-0.025,0
4.378,-0.015,0.005
4.379,0,0.01
4.38,-0.01,0.015
4.381,0.02,0.02
4.382,0.03,0.025
4.383,0.05,0.03
4.384,0.055,0.035
4.385,0.045,0.04
4.386,0.04,0.04
4.387,0.03,0.045
4.388,0.03,0.045
4.389,0.035,0.055
4.39,0.055,0.06
4.391,0.065,0.07
4.392,0.085,0.085
4.393,0.13,0.1
4.394,0.1,0.11
4.395,0.075,0.12
4.396,0.09,0.13
4.397,0.09,0.135
4.398,0.095,0.135
4.399,0.095,0.135
4.4,0.11,0.13
4.401,0.12,0.13
4.402,0.13,0.13
4.403,0.15,0.13
4.404,0.135,0.135
4.405,0.1,0.14
4.406,0.1,0.145
4.407,0.115,0.15
4.408,0.095,0.15
4.409,0.115,0.145
4.41,0.125,0.14
4.411,0.11,0.135
4.412,0.125,0.13
4.413,0.115,0.125
4.414,0.105,0.125
4.415,0.09,0.12
4.416,0.085,0.12
4.417,0.07,0.12
4.418,0.06,0.12
4.419,0.06,0.115
4.42,0.05,0.105
4.421,0.095,0.095
4.422,0.045,0.08
4.423,0.04,0.065
4.424,0.03,0.05
4.425,-0.005,0.035
4.426,-0.015,0.025
4.427,-0.01,0.015
4.428,-0.035,0.005
4.429,-0.04,0
4.43,-0.03,-0.005
4.431,-0.04,-0.01
4.432,-0.05,-0.015
4.433,-0.04,-0.02
4.434,-0.06,-0.03
4.435,-0.1,-0.035
4.436,-0.105,-0.04
4.437,-0.105,-0.045
4.438,-0.115,-0.055
4.439,-0.095,-0.06
4.44,-0.09,-0.065
4.441,-0.065,-0.075
4.442,-0.085,-0.08
4.443,-0.09,-0.085
4.444,-0.115,-0.09
4.445,-0.135,-0.09
4.446,-0.135,-0.09
4.447,-0.115,-0.09
4.448,-0.125,-0.09
4.449,-0.125,-0.085
4.45,-0.12,-0.085
4.451,-0.11,-0.085
4.452,-0.095,-0.09
4.453,-0.1,-0.09
4.454,-0.115,-0.095
4.455,-0.125,-0.1
4.456,-0.14,-0.105
4.457,-0.145,-0.105
4.458,-0.14,-0.11
4.459,-0.12,-0.105
4.46,-0.115,-0.105
4.461,-0.105,-0.1
4.462,-0.105,-0.09
4.463,-0.1,-0.085
4.464,-0.115,-0.08
4.465,-0.12,-0.08
4.466,-0.135,-0.08
4.467,-0.14,-0.085
4.468,-0.14,-0.085
4.469,-0.125,-0.09
4.47,-0.105,-0.095
4.471,-0.11,-0.1
4.472,-0.1,-0.1
4.473,-0.105,-0.095
4.474,-0.1,-0.09
4.475,-0.105,-0.085
4.476,-0.11,-0.08
4.477,-0.125,-0.07
4.478,-0.14,-0.065
4.479,-0.125,-0.065
4.48,-0.115,-0.065
4.481,-0.135,-0.07
4.482,-0.105,-0.08
4.483,-0.11,-0.085
4.484,-0.12,-0.095
4.485,-0.125,-0.1
4.486,-0.125,-0.105
4.487,-0.125,-0.105
4.488,-0.12,-0.105
4.489,-0.125,-0.1
4.49,-0.11,-0.09
4.491,-0.095,-0.085
4.492,-0.09,-0.075
4.493,-0.095,-0.07
4.494,-0.105,-0.065
4.495,-0.11,-0.065
4.496,-0.1,-0.065
4.497,-0.12,-0.07
4.498,-0.13,-0.07
4.499,-0.125,-0.07
4.5,-0.105,-0.075
4.501,-0.105,-0.075
4.502,-0.095,-0.075
4.503,-0.105,-0.08
4.504,-0.11,-0.08
4.505,-0.1,-0.08
4.506,-0.13,-0.08
4.507,-0.135,-0.08
4.508,-0.125,-0.08
4.509,-0.11,-0.08
4.51,-0.11,-0.08
4.511,-0.095,-0.075
4.512,-0.09,-0.07
4.513,-0.08,-0.065
4.514,-0.085,-0.065
4.515,-0.095,-0.06
4.516,-0.12,-0.055
4.517,-0.12,-0.055
4.518,-0.13,-0.055
4.519,-0.115,-0.055
4.52,-0.12,-0.055
4.521,-0.1,-0.055
4.522,-0.09,-0.055
4.523,-0.095,-0.055
4.524,-0.11,-0.055
4.525,-0.12,-0.05
4.526,-0.12,-0.05
4.527,-0.12,-0.05
4.528,-0.12,-0.055
4.529,-0.11,-0.055
4.53,-0.11,-0.055
4.531,-0.1,-0.06
4.532,-0.1,-0.06
4.533,-0.11,-0.065
4.534,-0.12,-0.065
4.535,-0.125,-0.07
4.536,-0.12,-0.075
4.537,-0.13,-0.075
4.538,-0.135,-0.08
4.539,-0.125,-0.085
4.54,-0.115,-0.085
4.541,-0.105,-0.09
4.542,-0.095,-0.09
4.543,-0.125,-0.09
4.544,-0.13,-0.09
4.545,-0.135,-0.085
4.546,-0.135,-0.085
4.547,-0.145,-0.08
4.548,-0.125,-0.08
4.549,-0.115,-0.08
4.55,-0.13,-0.08
4.551,-0.115,-0.075
4.552,-0.115,-0.075
4.553,-0.11,-0.075
4.554,-0.125,-0.07
4.555,-0.125,-0.07
4.556,-0.135,-0.065
4.557,-0.13,-0.065
4.558,-0.125,-0.065
4.559,-0.125,-0.065
4.56,-0.13,-0.07
4.561,-0.125,-0.07
4.562,-0.12,-0.075
4.563,-0.14,-0.08
4.564,-0.14,-0.08
4.565,-0.14,-0.08
4.566,-0.145,-0.08
4.567,-0.16,-0.08
4.568,-0.14,-0.08
4.569,-0.13,-0.08
4.57,-0.12,-0.075
4.571,-0.115,-0.075
4.572,-0.11,-0.07
4.573,-0.13,-0.07
4.574,-0.14,-0.07
4.575,-0.14,-0.07
4.576,-0.15,-0.07
4.577,-0.155,-0.07
4.578,-0.135,-0.07
4.579,-0.125,-0.075
4.58,-0.11,-0.075
4.581,-0.1,-0.075
4.582,-0.1,-0.075
4.583,-0.13,-0.075
4.584,-0.125,-0.07
4.585,-0.14,-0.07
4.586,-0.15,-0.07
4.587,-0.15,-0.07
4.588,-0.13,-0.07
4.589,-0.12,-0.07
4.59,-0.13,-0.07
4.591,-0.105,-0.075
4.592,-0.125,-0.075
4.593,-0.14,-0.075
4.594,-0.145,-0.08
4.595,-0.135,-0.075
4.596,-0.14,-0.075
4.597,-0.16,-0.075
4.598,-0.125,-0.075
4.599,-0.13,-0.075
4.6,-0.14,-0.075
4.601,-0.135,-0.075
4.602,-0.14,-0.075
4.603,-0.15,-0.08
4.604,-0.135,-0.08
4.605,-0.145,-0.08
4.606,-0.15,-0.08
4.607,-0.15,-0.08
4.608,-0.13,-0.075
4.609,-0.12,-0.075
4.61,-0.11,-0.07
4.611,-0.1,-0.065
4.612,-0.11,-0.065
4.613,-0.105,-0.06
4.614,-0.11,-0.055
4.615,-0.105,-0.05
4.616,-0.115,-0.05
4.617,-0.11,-0.045
4.618,-0.12,-0.045
4.619,-0.1,-0.045
4.62,-0.11,-0.045
4.621,-0.085,-0.04
4.622,-0.105,-0.04
4.623,-0.1,-0.04
4.624,-0.1,-0.04
4.625,-0.095,-0.035
4.626,-0.085,-0.03
4.627,-0.085,-0.025
4.628,-0.08,-0.02
4.629,-0.06,-0.01
4.63,-0.06,-0.005
4.631,-0.045,0.005
4.632,-0.06,0.01
4.633,-0.07,0.015
4.634,-0.06,0.015
4.635,-0.07,0.02
4.636,-0.07,0.015
4.637,-0.065,0.01
4.638,-0.075,0.005
4.639,-0.085,-0.005
4.64,-0.07,-0.015
4.641,-0.09,-0.025
4.642,-0.1,-0.035
4.643,-0.1,-0.04
4.644,-0.115,-0.045
4.645,-0.125,-0.045
4.646,-0.14,-0.045
4.647,-0.13,-0.045
4.648,-0.125,-0.045
4.649,-0.125,-0.045
4.65,-0.135,-0.05
4.651,-0.125,-0.055
4.652,-0.14,-0.06
4.653,-0.13,-0.065
4.654,-0.13,-0.075
4.655,-0.145,-0.08
4.656,-0.15,-0.08
4.657,-0.135,-0.08
4.658,-0.14,-0.08
4.659,-0.14,-0.075
4.66,-0.115,-0.075
4.661,-0.13,-0.07
4.662,-0.145,-0.07
4.663,-0.15,-0.075
4.664,-0.145,-0.075
4.665,-0.16,-0.08
4.666,-0.165,-0.08
4.667,-0.145,-0.085
4.668,-0.135,-0.085
4.669,-0.13,-0.08
4.67,-0.13,-0.08
4.671,-0.14,-0.075
4.672,-0.14,-0.075
4.673,-0.15,-0.075
4.674,-0.165,-0.075
4.675,-0.16,-0.075
4.676,-0.185,-0.075
4.677,-0.15,-0.08
4.678,-0.135,-0.08
4.679,-0.13,-0.08
4.68,-0.145,-0.08
4.681,-0.135,-0.08
4.682,-0.135,-0.08
4.683,-0.16,-0.08
4.684,-0.16,-0.085
4.685,-0.17,-0.09
4.686,-0.185,-0.095
4.687,-0.17,-0.1
4.688,-0.175,-0.105
4.689,-0.165,-0.105
4.69,-0.17,-0.105
4.691,-0.165,-0.105
4.692,-0.18,-0.105
4.693,-0.195,-0.105
4.694,-0.21,-0.1
4.695,-0.19,-0.095
4.696,-0.165,-0.085
4.697,-0.11,-0.06
4.698,-0.05,-0.025
4.699,0,0.025
4.7,0.055,0.09
4.701,0.125,0.175
4.702,0.185,0.265
4.703,0.28,0.36
4.704,0.375,0.455
4.705,0.495,0.53
4.706,0.585,0.59
4.707,0.58,0.615
4.708,0.555,0.61
4.709,0.49,0.575
4.71,0.43,0.51
4.711,0.325,0.415
4.712,0.235,0.31
4.713,0.105,0.195
4.714,-0.01,0.085
4.715,-0.12,-0.01
4.716,-0.24,-0.09
4.717,-0.275,-0.145
4.718,-0.26,-0.175
4.719,-0.22,-0.185
4.72,-0.195,-0.175
4.721,-0.185,-0.155
4.722,-0.15,-0.13
4.723,-0.135,-0.105
4.724,-0.16,-0.08
4.725,-0.145,-0.06
4.726,-0.14,-0.05
4.727,-0.125,-0.045
4.728,-0.115,-0.05
4.729,-0.115,-0.05
4.73,-0.11,-0.055
4.731,-0.11,-0.06
4.732,-0.135,-0.06
4.733,-0.13,-0.06
4.734,-0.14,-0.06
4.735,-0.145,-0.055
4.736,-0.15,-0.05
4.737,-0.12,-0.05
4.738,-0.12,-0.05
4.739,-0.115,-0.05
4.74,-0.105,-0.055
4.741,-0.09,-0.06
4.742,-0.115,-0.06
4.743,-0.125,-0.06
4.744,-0.125,-0.06
4.745,-0.13,-0.06
4.746,-0.125,-0.055
4.747,-0.12,-0.05
4.748,-0.095,-0.045
4.749,-0.1,-0.04
4.75,-0.1,-0.04
4.751,-0.1,-0.04
4.752,-0.11,-0.04
4.753,-0.12,-0.04
4.754,-0.12,-0.04
4.755,-0.125,-0.035
4.756,-0.1,-0.035
4.757,-0.11,-0.03
4.758,-0.09,-0.025
4.759,-0.08,-0.02
4.76,-0.08,-0.015
4.761,-0.075,-0.01
4.762,-0.08,-0.01
4.763,-0.085,-0.005
4.764,-0.1,-0.005
4.765,-0.095,-0.005
4.766,-0.1,-0.01
4.767,-0.075,-0.01
4.768,-0.075,-0.01
4.769,-0.07,-0.01
4.77,-0.065,-0.01
4.771,-0.065,-0.005
4.772,-0.08,-0.005
4.773,-0.09,-0.005
4.774,-0.095,0
4.775,-0.095,0
4.776,-0.075,0
4.777,-0.07,0
4.778,-0.06,0.005
4.779,-0.04,0.005
4.78,-0.035,0.005
4.781,-0.045,0.005
4.782,-0.065,0.005
4.783,-0.065,0.01
4.784,-0.055,0.015
4.785,-0.05,0.02
4.786,-0.045,0.03
4.787,-0.04,0.035
4.788,-0.025,0.045
4.789,0.005,0.05
4.79,0.005,0.055
4.791,0.015,0.06
4.792,0.005,0.065
4.793,-0.01,0.065
4.794,-0.01,0.07
4.795,-0.02,0.075
4.796,-0.005,0.075
4.797,0.005,0.08
4.798,0.03,0.085
4.799,0.025,0.09
4.8,0.04,0.095
4.801,0.065,0.1
4.802,0.06,0.105
4.803,0.055,0.11
4.804,0.055,0.115
4.805,0.045,0.12
4.806,0.06,0.125
4.807,0.07,0.135
4.808,0.075,0.14
4.809,0.095,0.15
4.81,0.12,0.155
4.811,0.115,0.16
4.812,0.125,0.17
4.813,0.12,0.175
4.814,0.12,0.18
4.815,0.115,0.185
4.816,0.11,0.19
4.817,0.125,0.195
4.818,0.15,0.2
4.819,0.14,0.205
4.82,0.145,0.205
4.821,0.145,0.21
4.822,0.13,0.21
4.823,0.11,0.21
4.824,0.095,0.205
4.825,0.095,0.2
4.826,0.095,0.195
4.827,0.12,0.185
4.828,0.12,0.18
4.829,0.125,0.18
4.83,0.125,0.175
4.831,0.105,0.175
4.832,0.095,0.175
4.833,0.07,0.175
4.834,0.06,0.17
4.835,0.045,0.16
4.836,0.04,0.155
4.837,0.04,0.14
4.838,0.04,0.125
4.839,0.015,0.11
4.84,0.02,0.095
4.841,0.015,0.08
4.842,-0.025,0.065
4.843,-0.055,0.055
4.844,-0.045,0.045
4.845,-0.05,0.04
4.846,-0.065,0.035
4.847,-0.065,0.03
4.848,-0.045,0.025
4.849,-0.055,0.02
4.85,-0.055,0.02
4.851,-0.07,0.015
4.852,-0.085,0.01
4.853,-0.105,0.005
4.854,-0.11,0.005
4.855,-0.11,0
4.856,-0.115,-0.005
4.857,-0.11,-0.015
4.858,-0.105,-0.02
4.859,-0.11,-0.03
4.86,-0.105,-0.04
4.861,-0.1,-0.045
4.862,-0.095,-0.055
4.863,-0.13,-0.06
4.864,-0.135,-0.06
4.865,-0.14,-0.06
4.866,-0.115,-0.06
4.867,-0.125,-0.05
4.868,-0.125,-0.045
4.869,-0.095,-0.04
4.87,-0.1,-0.035
4.871,-0.125,-0.035
4.872,-0.14,-0.035
4.873,-0.135,-0.04
4.874,-0.14,-0.045
4.875,-0.145,-0.05
4.876,-0.125,-0.055
4.877,-0.115,-0.06
4.878,-0.11,-0.06
4.879,-0.12,-0.055
4.88,-0.11,-0.055
4.881,-0.125,-0.05
4.882,-0.125,-0.045
4.883,-0.125,-0.04
4.884,-0.125,-0.04
4.885,-0.135,-0.04
4.886,-0.115,-0.045
4.887,-0.12,-0.045
4.888,-0.11,-0.05
4.889,-0.1,-0.05
4.89,-0.085,-0.055
4.891,-0.105,-0.055
4.892,-0.11,-0.055
4.893,-0.125,-0.055
4.894,-0.125,-0.05
4.895,-0.125,-0.05
4.896,-0.12,-0.05
4.897,-0.095,-0.05
4.898,-0.095,-0.05
4.899,-0.09,-0.045
4.9,-0.1,-0.045
4.901,-0.105,-0.04
4.902,-0.115,-0.035
4.903,-0.115,-0.03
4.904,-0.125,-0.025
4.905,-0.13,-0.025
4.906,-0.105,-0.025
4.907,-0.1,-0.025
4.908,-0.08,-0.025
4.909,-0.09,-0.03
4.91,-0.075,-0.035
4.911,-0.1,-0.035
4.912,-0.125,-0.035
4.913,-0.12,-0.035
4.914,-0.125,-0.035
4.915,-0.13,-0.03
4.916,-0.09,-0.03
4.917,-0.095,-0.03
4.918,-0.08,-0.03
4.919,-0.07,-0.03
4.92,-0.08,-0.03
4.921,-0.09,-0.03
4.922,-0.11,-0.03
4.923,-0.115,-0.035
4.924,-0.12,-0.03
4.925,-0.11,-0.03
4.926,-0.1,-0.03
4.927,-0.1,-0.03
4.928,-0.09,-0.03
4.929,-0.08,-0.03
4.93,-0.095,-0.03
4.931,-0.105,-0.03
4.932,-0.105,-0.03
4.933,-0.125,-0.025
4.934,-0.115,-0.025
4.935,-0.11,-0.02
4.936,-0.105,-0.02
4.937,-0.1,-0.02
4.938,-0.09,-0.025
4.939,-0.095,-0.025
4.94,-0.1,-0.03
4.941,-0.115,-0.03
4.942,-0.11,-0.03
4.943,-0.105,-0.03
4.944,-0.08,-0.025
4.945,-0.075,-0.015
4.946,-0.055,-0.005
4.947,-0.045,0.005
4.948,-0.025,0.02
4.949,0,0.03
4.95,0,0.045
4.951,-0.005,0.055
4.952,-0.025,0.065
4.953,-0.01,0.07
4.954,-0.015,0.08
4.955,-0.025,0.085
4.956,0.005,0.085
4.957,0.015,0.09
4.958,0.02,0.09
4.959,0.035,0.09
4.96,0.035,0.085
4.961,0.015,0.085
4.962,0.005,0.08
4.963,-0.01,0.08
4.964,-0.01,0.075
4.965,0.015,0.075
4.966,0.03,0.08
4.967,0.035,0.08
4.968,0.035,0.08
4.969,0.04,0.08
4.97,0.02,0.085
4.971,0.01,0.08
4.972,0.005,0.08
4.973,0.005,0.08
4.974,0.01,0.075
4.975,0.01,0.075
4.976,0.025,0.075
4.977,0.03,0.075
4.978,0.045,0.08
4.979,0.055,0.08
4.98,0.05,0.085
4.981,0.03,0.09
4.982,0.01,0.095
4.983,0.01,0.1
4.984,0.005,0.105
4.985,0.005,0.105
4.986,0.025,0.11
4.987,0.04,0.105
4.988,0.05,0.105
4.989,0.035,0.1
4.99,0.025,0.1
4.991,0.02,0.095
4.992,0.01,0.095
4.993,0.015,0.095
4.994,0.015,0.095
4.995,0.015,0.095
4.996,0.03,0.095
4.997,0.02,0.095
4.998,0.035,0.095
4.999,0.04,0.095


